EIA_Plant_ID,CEC_Plant_ID,CEC_PLANT_ID_UNIT_ID_(Combination_Key),Plant_Name,RPS_ID,ARB_ID,Unit,Start_Date,Retired_Unit,Retire_Date,CA-ISO_Resource_ID,CA-ISO_Generating_Unit_Name,Company_Owner_Name,City,County,Prime_Mover_Description,Prime_Energy_Source,Latitude,Longitude,CapacityMW2015,GenerationMWh2015,CapacityMW2014,GenerationMWh2014,CapacityMW2013,GenerationMWh2013,CapacityMW2012,GenerationMWh2012,CapacityMW2011,GenerationMWh2011,WaterDataAvail2015,Hours2015,Diversion2015,Withdrawal2015,Discharge2015,Consumption2015,WaterSource2015,CoolingIntakeGalMin2014,WaterDataAvail2014,Hours2014,Diversion2014,Withdrawal2014,Discharge2014,Consumption2014,WaterSource2014,CoolingIntakeGalMin2014,WaterDataAvail2013,Hours2013,Diversion2013,Withdrawal2013,Discharge2013,Consumption2013,WaterSource2013,CoolingIntakeGalMin2013,WaterDataAvail2012,Hours2012,Diversion2012,Withdrawal2012,Discharge2012,Consumption2012,WaterSource2012,CoolingIntakeGalMin2012,WaterDataAvail2011,Hours2011,Diversion2011,Withdrawal2011,Discharge2011,Consumption2011,WaterSource2011,CoolingIntakeGalMin2011
52204,E0300,E03005,Otay 3 Power Station,62328A,100106,5,41446,FALSE,,OTAY_6_LNDFL5,Otay 5,Otay Landfill Gas LLC,Chula Vista,San Diego,"Internal Combustion Engine (diesel, piston)",LFG,32.5983,-117.0178,1.6,11491,1.6,12331,1.6,6535,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
52204,E0300,E03006,Otay 3 Power Station,62329A,100106,6,41446,FALSE,,OTAY_6_LNDFL6,Otay 6,Otay Landfill Gas LLC,Chula Vista,San Diego,"Internal Combustion Engine (diesel, piston)",LFG,32.5983,-117.0178,1.6,9299,1.6,11878,1.6,6201,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
59658,E0301,E0301GEN2,SPI-Anderson 2,,,GEN2,42212,FALSE,,,,Sierra Pacific Industries Inc,Anderson,Shasta,Steam Turbine,WDS,40.472283,-122.324205,30.15,36715.1,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,wells,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,wells,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
404,G0000,G0000CC,Scattergood Repower 2016,,,CC,42370,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Del Rey,Los Angeles,#N/A,#N/A,33.918151,-118.427648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,14263,0,113476.86,113476.86,0,Pacific Ocean,344702.34,1,16857,0,2450497,2450497,0,Pacific Ocean,344702.34,1,16213,0,2265619,2265619,0,Pacific Ocean,344702.34,1,15985,5397.1,5397.1,5397.1,0,Pacific Ocean,768,1,17249,5527,5527,5527,0,Pacific Ocean,768
404,G0000,G0000CT1,Scattergood Repower 2016,,,CT1,42370,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Del Rey,Los Angeles,#N/A,#N/A,33.918151,-118.427648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,14263,0,113476.86,113476.86,0,Pacific Ocean,344702.34,1,16857,0,2450497,2450497,0,Pacific Ocean,344702.34,1,16213,0,2265619,2265619,0,Pacific Ocean,344702.34,1,15985,5397.1,5397.1,5397.1,0,Pacific Ocean,768,1,17249,5527,5527,5527,0,Pacific Ocean,768
404,G0000,G0000CT2,Scattergood Repower 2016,,,CT2,42370,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Del Rey,Los Angeles,#N/A,#N/A,33.918151,-118.427648,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,14263,0,113476.86,113476.86,0,Pacific Ocean,344702.34,1,16857,0,2450497,2450497,0,Pacific Ocean,344702.34,1,16213,0,2265619,2265619,0,Pacific Ocean,344702.34,1,15985,5397.1,5397.1,5397.1,0,Pacific Ocean,768,1,17249,5527,5527,5527,0,Pacific Ocean,768
10677,G0006,G0006UNIT 1,CES Placerita Inc.  (CESP) - Retired December 2010,,,UNIT 1,32295,TRUE,40543,APPGEN_6_GT 1,,Clean Energy Systems Inc,Newhall,Los Angeles,#N/A,#N/A,34.3801,-118.4999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A
10677,G0006,G0006UNIT 2,CES Placerita Inc.  (CESP) - Retired December 2010,,,UNIT 2,32295,TRUE,40543,APPGEN_6_GT 2,,Clean Energy Systems Inc,Newhall,Los Angeles,#N/A,#N/A,34.3801,-118.4999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A
10677,G0006,G0006UNIT 3,CES Placerita Inc.  (CESP) - Retired December 2010,,,UNIT 3,32295,TRUE,40543,APPGEN_6_ST 3,,Clean Energy Systems Inc,Newhall,Los Angeles,#N/A,#N/A,34.3801,-118.4999,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Underground water well,#N/A
315,G0011,G0011AL 1,Alamitos,,101321,AL 1,20699,FALSE,,ALAMIT_7_UNIT 1,Alamitos 1,AES Alamitos LLC,Long Beach,Los Angeles,Steam Turbine,NG,33.7688,-118.1009,174.5,45225.1,174.5,22103.1,174.5,15644.2,174.5,32722.7,174.5,53848.9,1,16960,0,113999.696,113999.695,0,Los Cerritos Channel,883299.74,1,11697,0,3541603,3541603,0,Los Cerritos Channel,883299.74,1,7908,0,1701713.7,1701713.7,0,Los Cerritos Channel,883299.74,1,15358,0,8497.4,8497.4,0,Los Cerritos Channel,1968,1,12553,0,7417.8,7417.8,0,Los Cerritos Channel,1968
315,G0011,G0011AL 2,Alamitos,,101321,AL 2,20852,FALSE,,ALAMIT_7_UNIT 2,Alamitos 2,AES Alamitos LLC,Long Beach,Los Angeles,Steam Turbine,NG,33.7688,-118.1009,175,93105,175,82964,175,26094.1,175,59120.5,175,64445,1,16960,0,113999.696,113999.695,0,Los Cerritos Channel,883299.74,1,11697,0,3541603,3541603,0,Los Cerritos Channel,883299.74,1,7908,0,1701713.7,1701713.7,0,Los Cerritos Channel,883299.74,1,15358,0,8497.4,8497.4,0,Los Cerritos Channel,1968,1,12553,0,7417.8,7417.8,0,Los Cerritos Channel,1968
315,G0011,G0011AL 3,Alamitos,,101321,AL 3,22616,FALSE,,ALAMIT_7_UNIT 3,Alamitos 3,AES Alamitos LLC,Long Beach,Los Angeles,Steam Turbine,NG,33.7688,-118.1009,325.96,309796,325.96,473800,325.96,350913,325.96,376912,325.96,312709,1,16960,0,113999.696,113999.695,0,Los Cerritos Channel,883299.74,1,11697,0,3541603,3541603,0,Los Cerritos Channel,883299.74,1,7908,0,1701713.7,1701713.7,0,Los Cerritos Channel,883299.74,1,15358,0,8497.4,8497.4,0,Los Cerritos Channel,1968,1,12553,0,7417.8,7417.8,0,Los Cerritos Channel,1968
315,G0011,G0011AL 4,Alamitos,,101321,AL 4,22678,FALSE,,ALAMIT_7_UNIT 4,Alamitos 4,AES Alamitos LLC,Long Beach,Los Angeles,Steam Turbine,NG,33.7688,-118.1009,324.31,197461,324.31,530100,324.31,333099,324.31,277765,324.31,246161,1,16960,0,113999.696,113999.695,0,Los Cerritos Channel,883299.74,1,11697,0,3541603,3541603,0,Los Cerritos Channel,883299.74,1,7908,0,1701713.7,1701713.7,0,Los Cerritos Channel,883299.74,1,15358,0,8497.4,8497.4,0,Los Cerritos Channel,1968,1,12553,0,7417.8,7417.8,0,Los Cerritos Channel,1968
315,G0011,G0011AL 5,Alamitos,,101321,AL 5,23437,FALSE,,ALAMIT_7_UNIT 5,Alamitos 5,AES Alamitos LLC,Long Beach,Los Angeles,Steam Turbine,NG,33.7688,-118.1009,485,142491,485,71345.1,485,489433,485,416015,485,161627,1,16960,0,113999.696,113999.695,0,Los Cerritos Channel,883299.74,1,11697,0,3541603,3541603,0,Los Cerritos Channel,883299.74,1,7908,0,1701713.7,1701713.7,0,Los Cerritos Channel,883299.74,1,15358,0,8497.4,8497.4,0,Los Cerritos Channel,1968,1,12553,0,7417.8,7417.8,0,Los Cerritos Channel,1968
315,G0011,G0011AL 6,Alamitos,,101321,AL 6,24351,FALSE,,ALAMIT_7_UNIT 6,Alamitos 6,AES Alamitos LLC,Long Beach,Los Angeles,Steam Turbine,NG,33.7688,-118.1009,485,264746,485,189410,485,250662,485,302212,485,188198,1,16960,0,113999.696,113999.695,0,Los Cerritos Channel,883299.74,1,11697,0,3541603,3541603,0,Los Cerritos Channel,883299.74,1,7908,0,1701713.7,1701713.7,0,Los Cerritos Channel,883299.74,1,15358,0,8497.4,8497.4,0,Los Cerritos Channel,1968,1,12553,0,7417.8,7417.8,0,Los Cerritos Channel,1968
315,G0011,G0011AL 7,Alamitos,,101321,AL 7,23559,TRUE,37986,ALAMIT_7_UNIT 7,,AES Alamitos LLC,Long Beach,Los Angeles,#N/A,#N/A,33.7688,-118.1009,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,1,16960,0,113999.696,113999.695,0,Los Cerritos Channel,883299.74,1,11697,0,3541603,3541603,0,Los Cerritos Channel,883299.74,1,7908,0,1701713.7,1701713.7,0,Los Cerritos Channel,883299.74,1,15358,0,8497.4,8497.4,0,Los Cerritos Channel,1968,1,12553,0,7417.8,7417.8,0,Los Cerritos Channel,1968
6704,G0014,G0014Unit 1,Pebbly Beach,,101673,Unit 1,35034,FALSE,,,,Southern California Edison (SCE),Avalon,Los Angeles,"Internal Combustion Engine (diesel, piston)",DFO,33.333056,-118.310278,11.1,29102,11.1,28152,11.1,25949,11.1,27078,11.1,28697,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
7315,G0016,G0016UNIT 1,Almond Power Plant,,100111,UNIT 1,34973,FALSE,,,,Turlock Irrigation Distict,Modesto,Stanislaus,Combustion (gas) Turbine,NG,37.5744,-120.985,49,48453,49,45455,49,52974,49,31364.5,49,79078,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A
7315,G0016,G0016UNIT 2-1,Almond Power Plant,,100111,UNIT 2-1,41105,FALSE,,,,Turlock Irrigation Distict,Modesto,Stanislaus,Combustion (gas) Turbine,NG,37.5744,-120.985,58,70522,58,25273.1,58,48203,58,38317,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A
7315,G0016,G0016UNIT 2-2,Almond Power Plant,,100111,UNIT 2-2,41105,FALSE,,,,Turlock Irrigation Distict,Modesto,Stanislaus,Combustion (gas) Turbine,NG,37.5744,-120.985,58,63719,58,96618,58,45602,58,38317,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A
7315,G0016,G0016UNIT 2-3,Almond Power Plant,,100111,UNIT 2-3,41105,FALSE,,,,Turlock Irrigation Distict,Modesto,Stanislaus,Combustion (gas) Turbine,NG,37.5744,-120.985,58,14727,58,50763,58,14639,58,38317,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Municipality,#N/A
10294,G0019,G0019KC1CT1,Calpine King City Cogeneration  LLC,,,KC1CT1,32599,FALSE,,BASICE_2_UNIT 1,,Calpine King City Cogeneration LLC,King City,Monterey,Combined Cycle - Combustion Turbine portion,NG,36.225,-121.1278,90,312140,90,365611,90,290325,90,354982,90,417908,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A
10294,G0019,G0019KC1ST1,Calpine King City Cogeneration  LLC,,,KC1ST1,32599,FALSE,,BASICE_2_UNIT 2,,Calpine King City Cogeneration LLC,King City,Monterey,Combined Cycle - Steam Turbine portion,NG,36.225,-121.1278,40,129473,40,150313,40,119417,40,146247,40,184744,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well Water,#N/A
7693,G0026,G00261,Anaheim CT,,101221,1,33329,FALSE,,ANAHM_7_CT,ANAHEIM COMBUSTION TURBINE,City of Anaheim,Anaheim,Orange,Combustion (gas) Turbine,NG,33.853542,-117.856286,49.27,55864,49.27,56312,49.27,92509,49.27,64165,49.27,27088,0,#N/A,#N/A,#N/A,#N/A,#N/A,City ground water and MWD,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,City ground water and MWD,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,City ground water and MWD,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,City ground water and MWD,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,City ground water and MWD,#N/A
MISSING,G0028,G0028GCTG-1,Cenveo Anderson Lithograph (Shutdown May 2009),,,GCTG-1,34899,TRUE,39934,LAGBEL_6_QF,LAGUNA BELLE AREA LUMPED UNITS,Cenveo Corporation,Commerce,Los Angeles,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,,,,,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
MISSING,G0028,G0028STG-1,Cenveo Anderson Lithograph (Shutdown May 2009),,,STG-1,34899,TRUE,39934,LAGBEL_6_QF,LAGUNA BELLE AREA LUMPED UNITS,Cenveo Corporation,Commerce,Los Angeles,#N/A,#N/A,#N/A,,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,,,,,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
52093,G0031,G00311,Oxford Cogeneration Facility (Shutdown 12/2006),,,1,30944,TRUE,39082,,,Aera Energy LLC,Fellows,Kern,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,N/A,#N/A
52093,G0031,G00312,Oxford Cogeneration Facility (Shutdown 12/2006),,,2,30944,TRUE,39082,,,Aera Energy LLC,Fellows,Kern,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,N/A,#N/A
52093,G0031,G00313,Oxford Cogeneration Facility (Shutdown 12/2006),,,3,30944,TRUE,39082,,,Aera Energy LLC,Fellows,Kern,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,N/A,#N/A
52096,G0032,G0032Cogen 42,Berry Placerita Cogen,,100895,Cogen 42,32933,FALSE,,TENGEN_6_UNIT 1,Berry Cogen 42 Unit 1,Linn Operating Company (Berry Petroleum LLC),Santa Clarita,Los Angeles,Combustion (gas) Turbine,NG,34.38407,-118.494882,21.4,143307,21.4,156847,21.4,146746,21.4,163074,21.4,151959,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
52096,G0032,G0032Cogen 42-2,Berry Placerita Cogen,,100895,Cogen 42-2,32994,FALSE,,TENGEN_6_UNIT 2,Berry Cogen 42 Unit 1,Linn Operating Company (Berry Petroleum LLC),Santa Clarita,Los Angeles,Combustion (gas) Turbine,NG,34.38407,-118.494882,21.4,169780,21.4,162487,21.4,167671,21.4,174323,21.4,165875,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,,#N/A
50540,G0034,G0034GEN 1,Tesoro LAR Carson (formerly ARCO),,,GEN 1,31168,FALSE,,ARCO_6_UCPPET,,Tesoro LA Refinery - Carson Operations (formerly BP),Carson,Los Angeles,#N/A,#N/A,33.8153,-118.2358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A
50540,G0034,G0034GEN 2,Tesoro LAR Carson (formerly ARCO),,,GEN 2,30834,FALSE,,ARCO_6_UCPPET,,Tesoro LA Refinery - Carson Operations (formerly BP),Carson,Los Angeles,Other (Explain in Notes),WH,33.8153,-118.2358,12,0.12,12,0.12,12,0.66,12,0.6,12,0.09,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A
50540,G0034,G0034GEN2,Tesoro LAR Carson (formerly ARCO),,,GEN2,30042,FALSE,,ARCO_6_UCPPET,,Tesoro LA Refinery - Carson Operations (formerly BP),Carson,Los Angeles,#N/A,#N/A,33.8153,-118.2358,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Well,#N/A
50216,G0035,G0035GN91,Watson Cogeneration Co,61104,101246,GN91,32203,FALSE,,ARCOGN_2_UNIT 1,,Watson Cogeneration Company (Tesoro Refining & Marketing),Carson,Los Angeles,Combined Cycle - Combustion Turbine portion,NG,33.816647,-118.244841,82,713196,82,714251,82,744325,82,672721,82,705743,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A
50216,G0035,G0035GN92,Watson Cogeneration Co,61104,101246,GN92,32174,FALSE,,ARCOGN_2_UNIT 2,,Watson Cogeneration Company (Tesoro Refining & Marketing),Carson,Los Angeles,Combined Cycle - Combustion Turbine portion,NG,33.816647,-118.244841,82,712936,82,717238,82,729612,82,735057,82,638039,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A
50216,G0035,G0035GN93,Watson Cogeneration Co,61104,101246,GN93,32143,FALSE,,ARCOGN_2_UNIT 3,,Watson Cogeneration Company (Tesoro Refining & Marketing),Carson,Los Angeles,Combined Cycle - Combustion Turbine portion,NG,33.816647,-118.244841,82,665669,82,728957,82,676807,82,695642,82,701275,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A
50216,G0035,G0035GN94,Watson Cogeneration Co,61104,101246,GN94,32112,FALSE,,ARCOGN_2_UNIT 4,,Watson Cogeneration Company (Tesoro Refining & Marketing),Carson,Los Angeles,Combined Cycle - Combustion Turbine portion,NG,33.816647,-118.244841,82,694144,82,706648,82,713609,82,709504,82,745276,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A
50216,G0035,G0035GN95,Watson Cogeneration Co,61104,101246,GN95,32174,FALSE,,ARCOGN_2_UNIT 5,,Watson Cogeneration Company (Tesoro Refining & Marketing),Carson,Los Angeles,Combined Cycle - Steam Turbine portion,NG,33.816647,-118.244841,35,128577,35,125320,35,126835,35,102910,35,104552,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A
50216,G0035,G0035GN96,Watson Cogeneration Co,61104,101246,GN96,32112,FALSE,,ARCOGN_2_UNIT 6,,Watson Cogeneration Company (Tesoro Refining & Marketing),Carson,Los Angeles,Combined Cycle - Steam Turbine portion,NG,33.816647,-118.244841,35,110243,35,74888,35,120769,35,150243,35,104466,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Dominquez Water,#N/A
