EIA_Plant_ID,CEC_Plant_ID,CEC_PLANT_ID_UNIT_ID_(Combination_Key),Plant_Name,RPS_ID,ARB_ID,Unit,Start_Date,Retired_Unit,Retire_Date,CA-ISO_Resource_ID,CA-ISO_Generating_Unit_Name,Company_Owner_Name,City,County,Prime_Mover_Description,Prime_Energy_Source,Latitude,Longitude,CapacityMW2015,GenerationMWh2015,CapacityMW2014,GenerationMWh2014,CapacityMW2013,GenerationMWh2013,CapacityMW2012,GenerationMWh2012,CapacityMW2011,GenerationMWh2011,WaterDataAvail2015,Hours2015,Diversion2015,Withdrawal2015,Discharge2015,Consumption2015,WaterSource2015,CoolingIntakeGalMin2014,WaterDataAvail2014,Hours2014,Diversion2014,Withdrawal2014,Discharge2014,Consumption2014,WaterSource2014,CoolingIntakeGalMin2014,WaterDataAvail2013,Hours2013,Diversion2013,Withdrawal2013,Discharge2013,Consumption2013,WaterSource2013,CoolingIntakeGalMin2013,WaterDataAvail2012,Hours2012,Diversion2012,Withdrawal2012,Discharge2012,Consumption2012,WaterSource2012,CoolingIntakeGalMin2012,WaterDataAvail2011,Hours2011,Diversion2011,Withdrawal2011,Discharge2011,Consumption2011,WaterSource2011,CoolingIntakeGalMin2011
905,H0058,H00581,Alamo,,,1,31594,FALSE,,ALAMO_6_UNIT,Alamo R (CDWR),California Department of Water Resources,Castaic,Los Angeles,Hydraulic Turbine (conventional),WAT,34.8158,-118.6867,19.67,23848,19.67,19266,19.67,33397,19.67,29339,19.67,104997,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water From Penstocks Ca Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water From Penstocks Ca Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water From Penstocks Ca Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water From Penstocks Ca Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water From Penstocks Ca Aquedu,#N/A
7453,H0072,H00721,Collierville/Spicer Meadow,,,1,32905,FALSE,,,,Northern California Power Agency,Vallecito,Calaveras,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7453,H0072,H00722,Collierville/Spicer Meadow,,,2,32905,FALSE,,,,Northern California Power Agency,Vallecito,Calaveras,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7453,H0072,H00723,Collierville/Spicer Meadow,,,3,32905,FALSE,,,,Northern California Power Agency,Vallecito,Calaveras,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7453,H0072,H00724,Collierville/Spicer Meadow,,,4,32905,FALSE,,,,Northern California Power Agency,Vallecito,Calaveras,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7453,H0072,H00725,Collierville/Spicer Meadow,,,5,33055,FALSE,,,,Northern California Power Agency,Vallecito,Calaveras,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7453,H0072,H00726,Collierville/Spicer Meadow,,,6,34366,FALSE,,,,Northern California Power Agency,Vallecito,Calaveras,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
50755,H0073,H0073GEN 1,Hogan,,,GEN 1,32599,FALSE,,NHOGAN_6_UNIT 1,Hogan Unit 1,Calaveras County Water District,Valley Springs,Calaveras,Hydraulic Turbine (conventional),WAT,38.149582,-120.814942,1.98,989,1.98,2304,1.98,3694,1.98,4351,1.98,9631,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A
50755,H0073,H0073GEN 2,Hogan,,,GEN 2,32599,FALSE,,NHOGAN_6_UNIT 2,Hogan Unit 2,Calaveras County Water District,Valley Springs,Calaveras,Hydraulic Turbine (conventional),WAT,38.149582,-120.814942,0.99,167,0.99,937,0.99,1785,0.99,3874,0.99,4403,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,New Hogan Reservoir,#N/A
56125,H0076,H00761,Springville Reservoir,,,1,34335,FALSE,,SNCLRA_6_QF,SANTA CLARA AREA LUMPED UNITS,Calleguas Municipal Water District,Camarillo,Ventura,Hydraulic Turbine (conventional),WAT,34.2253,-119.0858,1,743,1,2157,1,2932,1,2219,1,1137,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A
50375,H0078,H00784022,East Portal Generator,,,4022,30682,FALSE,,SAUGUS_6_QF,SAUGUS AREA LUMPED UNITS,Calleguas Municipal Water District,Chatsworth,Los Angeles,Hydraulic Turbine (conventional),WAT,34.2619,-118.6242,1.25,2215,1.25,2849,1.25,6993,1.25,6223,1.25,5814,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Water Pipeline,#N/A
537,H0080,H00801,Camanche,,,1,30498,FALSE,,CAMCHE_1_UNIT 1,Camanche Unit 1,East Bay Municipal Utility District (EBMUD),"Clements, and Wallace",San Joaquin,Hydraulic Turbine (conventional),WAT,38.2268,-121.0245,10.8,2557.02,10.8,4921,10.8,16161,10.8,15474,10.8,56961,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A
537,H0080,H00802,Camanche,,,2,30498,FALSE,,CAMCHE_1_UNIT 2,Camanche Unit 2,East Bay Municipal Utility District (EBMUD),"Clements, and Wallace",San Joaquin,#N/A,#N/A,38.2268,-121.0245,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A
537,H0080,H00803,Camanche,,,3,30529,FALSE,,CAMCHE_1_UNIT 3,Camanche Unit 3,East Bay Municipal Utility District (EBMUD),"Clements, and Wallace",San Joaquin,#N/A,#N/A,38.2268,-121.0245,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Comanche Reservoir,#N/A
430,H0081,H00811,Camino,,,1,23285,FALSE,,,,Sacramento Municipal Utility District (SMUD),Pollock Pines,El Dorado,#N/A,#N/A,38.82881,-120.537089,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A
430,H0081,H00812,Camino,,,2,25051,FALSE,,,,Sacramento Municipal Utility District (SMUD),Pollock Pines,El Dorado,#N/A,#N/A,38.82881,-120.537089,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A
430,H0081,H0081H1,Camino,,,H1,23285,FALSE,,,,Sacramento Municipal Utility District (SMUD),Pollock Pines,El Dorado,Hydraulic Turbine (conventional),WAT,38.82881,-120.537089,78.9,84709,78.9,126997,78.9,164713,78.9,242356,78.9,447388,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A
430,H0081,H0081H2,Camino,,,H2,25051,FALSE,,,,Sacramento Municipal Utility District (SMUD),Pollock Pines,El Dorado,Hydraulic Turbine (conventional),WAT,38.82881,-120.537089,78.9,17272,78.9,26932,78.9,46545,78.9,48527,78.9,123835,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Silver Creek,#N/A
531,H0083,H00831,Camp Far West,,,1,31079,FALSE,,CAMPFW_7_FARWST,Camp Far West,Sacramento Municipal Utility District (SMUD),Camp Far West,Placer,Hydraulic Turbine (conventional),WAT,39.048802,-121.316966,7.18,5251,7.18,5767,7.18,12807,7.18,22404,7.18,38368,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A
222,H0087,H0087Unit 533,Caribou #1,,,Unit 533,7797,FALSE,,CARBOU_7_UNIT 1,Caribou PH 1 Unit 1,Pacific Gas & Electric (PG&E),Belden,Plumas,Hydraulic Turbine (conventional),WAT,40.085476,-121.148241,23.8,17027,23.8,20709,23.8,28951,23.8,18581,23.8,18366.6,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A
222,H0087,H0087Unit 534,Caribou #1,,,Unit 534,7797,FALSE,,CARBOU_7_UNIT 2,Caribou PH 1 Unit 2,Pacific Gas & Electric (PG&E),Belden,Plumas,Hydraulic Turbine (conventional),WAT,40.085476,-121.148241,25,33461,25,27027.1,25,57797,25,34996.1,25,37739.5,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A
222,H0087,H0087Unit 535,Caribou #1,,,Unit 535,7797,FALSE,,CARBOU_7_UNIT 3,Caribou PH 1 Unit 3,Pacific Gas & Electric (PG&E),Belden,Plumas,Hydraulic Turbine (conventional),WAT,40.085476,-121.148241,25,31697,25,24046.1,25,56267,25,32181,25,37251.5,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A
223,H0088,H0088Unit 536,Caribou #2,,,Unit 536,21498,FALSE,,CARBOU_7_UNIT 4,Caribou PH 2 Unit 4,Pacific Gas & Electric (PG&E),Belden,Plumas,Hydraulic Turbine (conventional),WAT,40.085997,-121.149373,60,110647,60,157586,60,183327,60,172449,60,314194,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A
223,H0088,H0088Unit 537,Caribou #2,,,Unit 537,21498,FALSE,,CARBOU_7_UNIT 5,Caribou PH 2 Unit 5,Pacific Gas & Electric (PG&E),Belden,Plumas,Hydraulic Turbine (conventional),WAT,40.085997,-121.149373,60,110148,60,133956,60,185069,60,182175,60,313416,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,North Fork Feather River,#N/A
392,H0090,H0090Unit #1,Castaic (Pumped Storage),,,Unit #1,26908,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Castaic,Los Angeles,Hydraulic Turbine (conventional),WAT,34.587237,-118.656638,271,54083,271,53069,212.5,6112.07,212.5,-3065.9,212.5,35902,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A
392,H0090,H0090Unit #2,Castaic (Pumped Storage),,,Unit #2,27242,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Castaic,Los Angeles,Hydraulic Turbine (conventional),WAT,34.587237,-118.656638,271,46842.1,271,13467,265,22207,265,9921,265,-18635,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A
392,H0090,H0090Unit #3,Castaic (Pumped Storage),,,Unit #3,28185,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Castaic,Los Angeles,Hydraulic Turbine (conventional),WAT,34.587237,-118.656638,271,34580,271,-797,265,205883,265,126766,265,24751.1,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A
392,H0090,H0090Unit #4,Castaic (Pumped Storage),,,Unit #4,28338,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Castaic,Los Angeles,Hydraulic Turbine (conventional),WAT,34.587237,-118.656638,271,8927,271,11142,265,121964,265,77115.3,265,-6008,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A
392,H0090,H0090Unit #5,Castaic (Pumped Storage),,,Unit #5,28550,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Castaic,Los Angeles,Hydraulic Turbine (conventional),WAT,34.587237,-118.656638,271,36781,271,41096,265,62423,265,123529,265,71027,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A
392,H0090,H0090Unit #6,Castaic (Pumped Storage),,,Unit #6,28764,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Castaic,Los Angeles,Hydraulic Turbine (conventional),WAT,34.587237,-118.656638,271,144753,271,45393,265,32367,265,75340,265,22652.1,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A
392,H0090,H0090Unit #7,Castaic (Pumped Storage),,,Unit #7,26330,FALSE,,,,Los Angeles Department of Water & Power (LADWP),Castaic,Los Angeles,Other (Explain in Notes),WAT,34.587237,-118.656638,56,3242.11,56,0.12,56,26601.1,56,54417,56,58071,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Pyramid Lake California Aquedu,#N/A
224,H0092,H00921,Centerville,,,1,153,FALSE,,CNTRVL_6_UNIT,CENTERVILLE,Pacific Gas & Electric (PG&E),Chico,Butte,Hydraulic Turbine (conventional),WAT,39.788877,-121.657383,5.5,0.01,5.5,0.01,5.5,0.01,5.5,0,5.5,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A
224,H0092,H00922,Centerville,,,2,122,FALSE,,CNTRVL_6_UNIT,CENTERVILLE,Pacific Gas & Electric (PG&E),Chico,Butte,Hydraulic Turbine (conventional),WAT,39.788877,-121.657383,0.9,0.01,0.9,0.01,0.9,0.01,0.9,0,0.9,1584,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Big Butte Creek,#N/A
10139,H0094,H0094GEN1,Isabella,,,GEN1,32874,FALSE,,VESTAL_6_QF,VESTAL AREA LUMPED UNITS,Isabella Partners,Lake Isabella,Kern,Hydraulic Turbine (conventional),WAT,35.6439,-118.4822,6.95,0.12,6.95,5951.04,6.95,6541.03,6.95,7930.4,6.95,35201,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A
10139,H0094,H0094GEN2,Isabella,,,GEN2,32874,FALSE,,VESTAL_6_QF,VESTAL AREA LUMPED UNITS,Isabella Partners,Lake Isabella,Kern,Hydraulic Turbine (conventional),WAT,35.6439,-118.4822,6.95,0.12,6.95,0.12,6.95,0,6.95,2694.3,6.95,35201,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Kern River,#N/A
412,H0095,H0095UNIT 1,Chicago Park,,,UNIT 1,24047,FALSE,,CHICPK_7_UNIT 1,Chicago Park PH,Nevada Irrigation District,Colfax,Nevada,Hydraulic Turbine (conventional),WAT,39.177903,-120.890856,44,69133,44,59831,44,107093,44,121882,44,172860,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,Bear River,#N/A
225,H0096,H00961,Chili Bar,,,1,23802,FALSE,,PLACVL_1_CHILIB,CHILI BAR,Pacific Gas & Electric (PG&E),Placerville,El Dorado,Hydraulic Turbine (conventional),WAT,38.771764,-120.813239,8.1,866,7.02,1701,7.02,15949,7.02,24013,7.02,42571,0,#N/A,#N/A,#N/A,#N/A,#N/A,South Fork American River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,South Fork American River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,South Fork American River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,South Fork American River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,South Fork American River,#N/A
226,H0104,H01041,Coal Canyon,,,1,2892,TRUE,41274,CLRKRD_6_COALCN,,Pacific Gas & Electric (PG&E),Oroville,Butte,#N/A,#N/A,39.605043,-121.600525,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.9,-4,0.9,-21,0,#N/A,#N/A,#N/A,#N/A,#N/A,West Branch Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,West Branch Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,West Branch Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,West Branch Feather River,#N/A,0,#N/A,#N/A,#N/A,#N/A,#N/A,West Branch Feather River,#N/A
